,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wspt,pres,tsun,name,km^2,bev,m,w,dichte,plz,longitude,latitude,reiseGebiete,verstädterung
0,2015-09-05,13.5,11.0,18.0,,,242.1,22.3,,1010.5,,,,,,,,,,,,
1,2015-09-21,11.8,9.0,16.0,,,195.8,8.5,,1014.8,,,,,,,,,,,,
2,2015-10-09,7.3,3.0,9.0,,,45.4,6.4,,1022.0,,,,,,,,,,,,
3,2015-11-09,13.9,9.0,17.0,,,238.8,18.9,,1018.3,,,,,,,,,,,,
4,2016-02-01,8.2,4.0,12.0,,,236.7,18.1,,1011.7,,,,,,,,,,,,
5,2016-02-02,9.5,6.0,12.0,,,239.6,27.5,,1010.3,,,,,,,,,,,,
6,2016-02-03,4.7,2.0,7.0,,,245.8,23.2,,1012.9,,,,,,,,,,,,
7,2016-02-05,3.9,1.0,6.0,,,232.5,13.2,,1023.0,,,,,,,,,,,,
8,2016-02-06,7.4,4.0,12.0,,,165.4,12.7,,1014.8,,,,,,,,,,,,
9,2016-02-07,6.1,3.0,9.0,,,159.6,15.8,,1004.8,,,,,,,,,,,,
10,2016-02-08,8.3,6.0,12.0,,,197.9,25.3,,998.6,,,,,,,,,,,,
11,2016-02-09,8.2,7.0,10.0,,,191.7,27.2,,991.9,,,,,,,,,,,,
12,2016-02-10,4.9,4.0,7.0,,,232.1,21.3,,992.5,,,,,,,,,,,,
13,2016-02-13,0.8,-5.0,6.0,,,,,,994.5,,,,,,,,,,,,
14,2016-02-15,3.2,2.0,5.0,,,287.5,11.0,,1010.8,,,,,,,,,,,,
15,2016-02-21,9.0,6.0,12.0,,,235.4,21.8,,1005.5,,,,,,,,,,,,
16,2016-02-23,3.7,2.0,6.0,,,248.3,14.9,,1009.3,,,,,,,,,,,,
17,2016-02-27,0.0,-6.0,6.0,,,,,,1012.4,,,,,,,,,,,,
18,2016-03-05,6.3,3.0,11.0,,,115.4,10.9,,996.2,,,,,,,,,,,,
19,2016-03-11,4.2,3.0,6.0,,,195.8,7.3,,1027.4,,,,,,,,,,,,
20,2016-03-14,3.2,-2.0,8.0,,,,7.0,,1032.9,,,,,,,,,,,,
21,2016-04-05,14.3,5.0,22.0,,,,9.9,,1005.8,,,,,,,,,,,,
22,2016-04-06,12.0,8.0,16.0,,,225.0,16.5,,1009.0,,,,,,,,,,,,
23,2016-04-07,8.5,2.0,13.0,,,,,,1009.2,,,,,,,,,,,,
24,2016-04-10,7.4,5.0,9.0,,,,,,1015.1,,,,,,,,,,,,
25,2016-04-11,9.2,5.0,12.0,,,94.6,7.4,,1015.6,,,,,,,,,,,,
26,2016-04-12,11.1,7.0,16.0,,,,,,1010.4,,,,,,,,,,,,
27,2016-04-13,12.3,5.0,18.0,,,,,,1006.4,,,,,,,,,,,,
28,2016-04-15,7.7,1.0,13.0,,,145.8,10.1,,1006.0,,,,,,,,,,,,
29,2016-04-17,8.2,4.0,11.0,,,260.4,10.5,,1009.4,,,,,,,,,,,,
