,Unnamed: 0,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wspt,pres,tsun,name,km^2,bev,m,w,dichte,plz,longitude,latitude,reiseGebiete,verstädterung
0,0.0,2015-01-02,6.2,4.2,8.5,1.0,0.0,,,,,102.0,,,,,,,,,,,
1,1.0,2015-01-03,4.1,3.0,5.2,1.4,0.0,,,,,0.0,,,,,,,,,,,
2,2.0,2015-01-04,3.5,2.3,5.6,0.1,0.0,,,,,174.0,,,,,,,,,,,
3,3.0,2015-01-05,3.0,2.3,3.7,0.0,0.0,,,,,0.0,,,,,,,,,,,
4,4.0,2015-01-06,2.1,0.0,3.6,0.3,0.0,,,,,0.0,,,,,,,,,,,
5,5.0,2015-01-07,3.5,0.2,6.1,0.1,0.0,,,,,24.0,,,,,,,,,,,
6,6.0,2015-01-08,4.5,2.6,6.5,10.9,0.0,,,,,0.0,,,,,,,,,,,
7,7.0,2015-01-09,7.1,5.3,9.3,6.7,0.0,,,,,0.0,,,,,,,,,,,
8,8.0,2015-01-10,8.9,5.0,12.5,4.1,0.0,,,,,0.0,,,,,,,,,,,
9,9.0,2015-01-11,3.3,1.4,5.1,16.8,0.0,,,,,6.0,,,,,,,,,,,
10,10.0,2015-01-12,6.4,4.9,8.0,6.2,0.0,,,,,0.0,,,,,,,,,,,
11,11.0,2015-01-13,8.2,6.6,9.9,8.4,0.0,,,,,0.0,,,,,,,,,,,
12,12.0,2015-01-14,4.2,1.5,6.6,0.5,0.0,,,,,114.0,,,,,,,,,,,
13,13.0,2015-01-15,6.0,1.2,10.2,2.4,0.0,,,,,0.0,,,,,,,,,,,
14,14.0,2015-01-16,6.2,3.0,8.5,0.0,0.0,,,,,174.0,,,,,,,,,,,
15,15.0,2015-01-17,2.2,-2.6,5.0,0.0,0.0,,,,,360.0,,,,,,,,,,,
16,16.0,2015-01-18,0.3,-2.1,2.2,0.3,0.0,,,,,0.0,,,,,,,,,,,
17,17.0,2015-01-19,-0.4,-3.4,1.9,0.0,0.0,,,,,30.0,,,,,,,,,,,
18,18.0,2015-01-20,0.3,-0.7,1.1,0.1,0.0,,,,,0.0,,,,,,,,,,,
19,19.0,2015-01-21,-2.3,-3.1,-0.3,0.0,0.0,,,,,0.0,,,,,,,,,,,
20,20.0,2015-01-22,-0.8,-2.2,1.2,0.0,0.0,,,,,12.0,,,,,,,,,,,
21,21.0,2015-01-23,-1.4,-2.3,-0.6,0.0,0.0,,,,,0.0,,,,,,,,,,,
22,22.0,2015-01-24,-0.7,-2.8,1.1,1.0,0.0,,,,,30.0,,,,,,,,,,,
23,23.0,2015-01-25,1.0,-1.4,2.7,1.0,10.0,,,,,6.0,,,,,,,,,,,
24,24.0,2015-01-26,3.0,1.8,4.9,3.8,0.0,,,,,0.0,,,,,,,,,,,
25,25.0,2015-01-27,3.3,0.9,5.8,0.0,0.0,,,,,234.0,,,,,,,,,,,
