,Unnamed: 0,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wspt,pres,tsun,name,km^2,bev,m,w,dichte,plz,longitude,latitude,reiseGebiete,verstädterung
0,0.0,2017-07-13,13.3,9.0,18.0,,,260.8,10.8,,1021.4,,,,,,,,,,,,
1,1.0,2017-09-27,11.6,7.0,17.0,,,,5.2,,1024.2,,,,,,,,,,,,
2,2.0,2020-01-15,10.0,8.0,12.0,,,187.8,20.6,,1014.0,,,,,,,,,,,,
3,3.0,2020-01-16,5.7,0.0,9.0,,,147.9,9.0,,1026.0,,,,,,,,,,,,
4,4.0,2020-01-17,6.8,3.0,9.0,,,178.6,15.1,,1016.4,,,,,,,,,,,,
5,5.0,2020-01-18,3.4,1.0,5.0,,,235.2,14.0,,1023.1,,,,,,,,,,,,
6,6.0,2020-01-19,2.2,0.0,3.0,,,307.6,12.2,,1036.5,,,,,,,,,,,,
7,7.0,2020-01-20,2.6,0.0,6.0,,,,4.4,,1045.7,,,,,,,,,,,,
8,8.0,2020-01-21,-1.3,-5.0,3.0,,,,4.5,,1040.3,,,,,,,,,,,,
9,9.0,2020-01-22,-0.7,-3.0,1.0,,,,4.7,,1034.4,,,,,,,,,,,,
10,10.0,2020-01-23,0.8,-2.0,2.0,,,,6.9,,1030.3,,,,,,,,,,,,
11,11.0,2020-01-24,-1.3,-3.0,0.0,,,190.4,9.2,,1022.3,,,,,,,,,,,,
12,12.0,2020-01-25,-1.5,-2.0,-1.0,,,,6.3,,1020.9,,,,,,,,,,,,
13,13.0,2020-01-26,0.4,-1.0,2.0,,,148.8,11.6,,1017.0,,,,,,,,,,,,
14,14.0,2020-01-27,5.5,3.0,7.0,,,189.3,19.8,,1007.4,,,,,,,,,,,,
15,15.0,2020-01-28,4.0,2.0,5.0,,,230.4,23.7,,993.1,,,,,,,,,,,,
16,16.0,2020-01-29,3.6,3.0,4.0,,,255.2,20.2,,1005.1,,,,,,,,,,,,
17,17.0,2020-01-30,6.1,4.0,8.0,,,204.8,21.8,,1007.4,,,,,,,,,,,,
18,18.0,2020-01-31,11.1,10.0,13.0,,,249.6,20.5,,1008.3,,,,,,,,,,,,
