,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wspt,pres,tsun,name,km^2,bev,m,w,dichte,plz,longitude,latitude,reiseGebiete,verstädterung
0,2015-01-02,7.0,4.0,9.0,,,,72.7,112.3,1015.3,,,,,,,,,,,,
1,2015-01-03,5.7,4.2,7.3,,,,58.0,83.5,1016.1,,,,,,,,,,,,
2,2015-01-04,6.1,4.5,6.8,,,,41.0,69.5,1026.1,,,,,,,,,,,,
3,2015-01-05,4.7,3.1,6.6,,,,35.3,54.7,1027.7,,,,,,,,,,,,
4,2015-01-06,3.5,2.6,4.5,,,,30.2,51.1,1021.1,,,,,,,,,,,,
5,2015-01-07,5.6,3.5,7.3,,,,38.5,66.6,1021.0,,,,,,,,,,,,
6,2015-01-08,5.8,3.5,7.3,,,,47.5,72.0,1014.7,,,,,,,,,,,,
7,2015-01-09,6.9,5.0,9.5,,,,66.6,151.9,1007.3,,,,,,,,,,,,
8,2015-01-10,8.5,5.3,11.5,,,,79.2,133.2,999.2,,,,,,,,,,,,
9,2015-01-11,6.3,3.1,7.2,,,,73.4,120.6,1005.7,,,,,,,,,,,,
10,2015-01-12,7.4,6.2,9.1,,,,63.4,91.8,1005.4,,,,,,,,,,,,
11,2015-01-13,6.7,4.7,9.2,,,,41.8,88.2,999.8,,,,,,,,,,,,
12,2015-01-14,4.1,2.8,5.3,,,,46.1,81.0,1002.6,,,,,,,,,,,,
13,2015-01-15,6.3,3.3,8.5,,,,55.4,85.0,994.1,,,,,,,,,,,,
14,2015-01-16,5.9,4.6,6.9,,,,48.2,83.5,1000.1,,,,,,,,,,,,
15,2015-01-17,4.2,1.0,5.9,,,,40.0,60.5,1009.5,,,,,,,,,,,,
16,2015-01-18,2.4,2.0,2.9,,,,31.3,53.6,1011.2,,,,,,,,,,,,
17,2015-01-19,2.0,1.4,2.6,,,,9.7,20.2,1011.6,,,,,,,,,,,,
18,2015-01-20,1.8,0.4,2.5,,,,13.0,29.9,1011.6,,,,,,,,,,,,
19,2015-01-21,0.3,-2.0,1.7,,,,19.4,36.0,1015.2,,,,,,,,,,,,
20,2015-01-22,0.5,-1.7,2.0,,,,20.2,36.7,1021.2,,,,,,,,,,,,
21,2015-01-23,-1.2,-3.0,1.7,,,,18.7,58.7,1024.8,,,,,,,,,,,,
22,2015-01-24,2.5,-1.4,6.4,,,,40.3,62.6,1017.0,,,,,,,,,,,,
23,2015-01-25,4.9,2.7,6.1,,,,31.0,61.2,1024.1,,,,,,,,,,,,
24,2015-01-26,4.3,2.7,7.0,,,,40.7,73.1,1015.1,,,,,,,,,,,,
25,2015-01-27,5.5,3.4,6.1,,,,39.2,87.1,1016.7,,,,,,,,,,,,
26,2015-01-28,4.4,2.8,5.4,,,,52.2,96.8,998.3,,,,,,,,,,,,
27,2015-01-29,2.2,0.0,4.9,,,,53.6,100.8,978.9,,,,,,,,,,,,
28,2015-08-06,21.3,17.3,28.5,,,,25.6,44.6,1013.9,847.0,,,,,,,,,,,
29,2015-08-07,18.3,17.0,21.4,,,,13.3,30.6,1017.3,568.0,,,,,,,,,,,
30,2015-08-08,16.6,16.1,17.4,,,,24.8,38.2,1021.8,597.0,,,,,,,,,,,
31,2015-08-09,18.0,16.1,20.8,,,,15.8,32.8,1021.3,776.0,,,,,,,,,,,
32,2015-08-10,18.6,17.8,20.2,,,,11.5,24.1,1017.3,60.0,,,,,,,,,,,
33,2015-08-11,18.0,17.2,18.7,,,,13.7,31.0,1018.8,237.0,,,,,,,,,,,
34,2015-08-12,17.4,17.0,18.1,,,,24.8,33.5,1023.5,228.0,,,,,,,,,,,
35,2015-08-13,19.3,16.2,23.2,,,,33.5,53.6,1019.0,841.0,,,,,,,,,,,
36,2015-08-14,21.3,17.1,25.2,,,,29.5,64.1,1008.4,289.0,,,,,,,,,,,
37,2015-08-15,19.5,17.7,22.0,,,,17.3,34.9,1007.4,154.0,,,,,,,,,,,
38,2015-08-16,17.4,16.7,18.0,,,,35.3,56.2,1012.0,0.0,,,,,,,,,,,
39,2015-08-17,19.0,17.7,20.2,,,,25.6,51.5,1009.9,0.0,,,,,,,,,,,
40,2015-08-18,16.9,15.7,18.0,,,,24.5,49.3,1012.4,0.0,,,,,,,,,,,
41,2015-08-19,16.9,15.2,19.8,,,,9.7,20.2,1019.8,287.0,,,,,,,,,,,
42,2015-08-20,18.5,17.0,21.7,,,,10.8,22.3,1023.6,510.0,,,,,,,,,,,
43,2015-08-21,20.3,17.3,25.0,,,,17.3,27.4,1023.9,775.0,,,,,,,,,,,
44,2015-08-22,21.1,18.4,24.7,,,,22.7,40.3,1021.0,805.0,,,,,,,,,,,
45,2015-08-23,19.9,17.0,22.7,,,,37.1,53.6,1012.4,812.0,,,,,,,,,,,
46,2015-08-24,18.7,16.4,22.2,,,,32.8,56.2,1002.6,188.0,,,,,,,,,,,
47,2015-08-25,17.4,15.2,18.8,,,,45.7,86.0,1006.5,266.0,,,,,,,,,,,
48,2015-08-26,19.1,14.9,23.5,,,,37.4,64.8,1009.2,255.0,,,,,,,,,,,
49,2015-08-27,16.9,14.9,18.4,,,,36.4,59.4,1007.0,26.0,,,,,,,,,,,
50,2015-08-28,16.2,13.8,18.2,,,,30.2,47.2,1015.2,415.0,,,,,,,,,,,
51,2015-08-29,17.6,15.5,20.5,,,,15.1,31.3,1021.5,374.0,,,,,,,,,,,
52,2015-08-30,18.3,17.5,19.0,,,,22.0,41.8,1018.2,305.0,,,,,,,,,,,
53,2015-08-31,18.9,17.3,23.2,,,,20.5,85.3,1010.4,328.0,,,,,,,,,,,
54,2015-09-01,16.9,15.7,19.3,,,,42.8,62.6,1008.4,116.0,,,,,,,,,,,
55,2015-09-02,15.1,13.4,16.5,,,,47.9,70.2,1012.0,454.0,,,,,,,,,,,
56,2015-09-03,14.1,11.9,16.3,,,,34.6,48.2,1011.4,504.0,,,,,,,,,,,
57,2015-09-04,14.1,11.9,16.3,,,,46.1,74.9,1007.3,139.0,,,,,,,,,,,
58,2015-09-05,14.8,11.2,16.0,,,,60.1,107.3,1007.9,298.0,,,,,,,,,,,
59,2015-09-06,14.8,13.0,15.7,,,,56.9,103.7,1015.5,355.0,,,,,,,,,,,
60,2015-09-07,15.3,12.9,16.0,,,,22.3,49.3,1022.5,724.0,,,,,,,,,,,
61,2015-09-08,15.6,14.3,16.4,,,,18.4,39.2,1024.2,434.0,,,,,,,,,,,
62,2015-09-09,15.3,13.6,17.3,,,,20.9,40.7,1026.0,760.0,,,,,,,,,,,
63,2015-09-10,15.4,12.8,19.1,,,,24.8,46.1,1025.9,616.0,,,,,,,,,,,
64,2015-09-11,14.9,13.7,16.9,,,,31.3,42.5,1020.8,483.0,,,,,,,,,,,
65,2015-09-12,15.6,13.0,19.0,,,,29.5,41.0,1014.4,155.0,,,,,,,,,,,
66,2015-09-13,16.7,15.1,18.7,,,,22.3,43.2,1008.8,82.0,,,,,,,,,,,
67,2015-09-14,16.3,13.7,17.6,,,,27.7,66.6,1000.1,72.0,,,,,,,,,,,
68,2015-09-15,13.4,11.6,14.8,,,,50.0,72.4,1000.3,384.0,,,,,,,,,,,
69,2015-09-16,15.2,12.7,18.1,,,,38.9,68.0,995.0,22.0,,,,,,,,,,,
70,2015-09-17,16.1,13.8,17.6,,,,47.2,73.8,995.0,21.0,,,,,,,,,,,
