,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wspt,pres,tsun,name,km^2,bev,m,w,dichte,plz,longitude,latitude,reiseGebiete,verstädterung
0,2015-01-02,4.8,2.0,7.6,1.5,0.0,240.0,29.2,64.4,1016.9,42.0,,,,,,,,,,,
1,2015-01-03,4.1,2.7,5.4,0.1,0.0,254.6,29.9,67.0,1015.4,0.0,,,,,,,,,,,
2,2015-01-04,3.3,0.9,5.2,0.5,0.0,289.6,26.6,63.0,1020.1,114.0,,,,,,,,,,,
3,2015-01-05,3.0,1.5,3.5,1.6,0.0,279.2,22.7,57.2,1025.0,0.0,,,,,,,,,,,
4,2015-01-06,1.4,-0.6,2.8,0.0,0.0,170.0,11.9,41.0,1024.1,0.0,,,,,,,,,,,
5,2015-01-07,1.8,-1.1,5.3,0.5,0.0,222.9,16.6,33.5,1022.3,12.0,,,,,,,,,,,
6,2015-01-08,3.4,-0.1,6.5,9.0,0.0,220.8,20.9,58.3,1017.6,0.0,,,,,,,,,,,
7,2015-01-09,6.1,4.1,8.9,14.0,0.0,257.5,32.4,82.4,1008.9,0.0,,,,,,,,,,,
8,2015-01-10,8.6,4.2,12.7,3.4,0.0,257.5,33.1,92.9,999.8,0.0,,,,,,,,,,,
9,2015-01-11,3.0,0.4,4.8,4.9,0.0,262.9,33.1,79.6,1005.5,6.0,,,,,,,,,,,
10,2015-01-12,5.3,3.1,7.5,2.4,0.0,238.8,27.0,60.5,1010.0,0.0,,,,,,,,,,,
11,2015-01-13,9.4,6.9,11.9,3.4,0.0,224.6,26.3,61.9,1004.6,180.0,,,,,,,,,,,
12,2015-01-14,5.5,2.9,7.1,0.2,0.0,229.6,20.9,65.2,1005.6,198.0,,,,,,,,,,,
13,2015-01-15,4.9,0.3,9.5,1.1,0.0,192.9,23.8,59.8,1004.8,0.0,,,,,,,,,,,
14,2015-01-16,7.1,4.6,9.4,3.4,0.0,205.0,15.1,47.2,1004.1,36.0,,,,,,,,,,,
15,2015-01-17,2.8,-1.2,4.9,0.0,0.0,250.0,11.9,32.0,1010.3,54.0,,,,,,,,,,,
16,2015-01-18,-0.1,-2.5,3.1,0.0,0.0,190.0,15.8,31.3,1014.4,366.0,,,,,,,,,,,
17,2015-01-19,-1.0,-3.8,0.6,0.0,0.0,134.6,14.4,29.5,1012.1,18.0,,,,,,,,,,,
18,2015-01-20,0.5,0.1,1.3,2.2,0.0,132.1,9.4,26.3,1009.4,0.0,,,,,,,,,,,
19,2015-01-21,0.1,-1.6,1.3,0.0,10.0,217.1,8.6,28.8,1013.8,6.0,,,,,,,,,,,
20,2015-01-22,-0.3,-1.8,0.7,0.2,0.0,57.1,13.7,31.3,1016.5,0.0,,,,,,,,,,,
21,2015-01-23,-0.1,-0.7,0.7,0.0,0.0,212.9,9.4,29.2,1022.1,0.0,,,,,,,,,,,
22,2015-01-24,-0.4,-1.5,0.7,0.1,0.0,208.3,12.2,33.1,1018.2,18.0,,,,,,,,,,,
23,2015-01-25,0.6,-0.5,1.2,0.0,0.0,283.8,14.0,33.8,1022.4,0.0,,,,,,,,,,,
24,2015-01-26,2.1,0.7,4.3,6.9,0.0,200.4,14.4,39.6,1016.9,12.0,,,,,,,,,,,
25,2015-01-27,2.7,-0.7,4.1,0.9,0.0,281.7,21.6,52.2,1011.3,0.0,,,,,,,,,,,
26,2015-01-28,3.1,0.5,5.3,3.8,0.0,225.8,20.5,66.6,1004.3,84.0,,,,,,,,,,,
27,2015-01-29,1.6,0.0,3.7,4.1,0.0,210.4,22.0,55.1,985.2,192.0,,,,,,,,,,,
28,2015-01-30,0.5,-0.1,1.4,5.0,40.0,187.9,14.0,34.9,971.8,0.0,,,,,,,,,,,
29,2015-01-31,0.1,-1.0,1.4,1.4,70.0,253.3,14.8,38.9,977.7,138.0,,,,,,,,,,,
30,2015-02-01,0.2,-1.6,4.1,0.0,70.0,235.8,16.2,34.2,986.7,258.0,,,,,,,,,,,
31,2015-02-02,0.4,-1.8,2.2,0.3,50.0,244.6,18.0,46.1,992.8,18.0,,,,,,,,,,,
32,2015-02-03,-0.3,-2.0,1.3,4.6,30.0,275.0,11.5,31.0,998.4,0.0,,,,,,,,,,,
33,2015-02-04,-1.4,-2.4,-0.3,0.0,90.0,284.2,11.2,28.8,1009.7,0.0,,,,,,,,,,,
34,2015-02-05,-1.5,-4.2,3.2,0.0,80.0,113.8,9.0,27.7,1021.6,414.0,,,,,,,,,,,
35,2015-02-06,-3.9,-6.8,-0.4,0.0,70.0,79.6,9.7,30.2,1028.6,192.0,,,,,,,,,,,
36,2015-02-07,-1.6,-7.1,3.4,0.0,80.0,259.6,21.2,57.6,1022.6,6.0,,,,,,,,,,,
37,2015-02-08,1.2,-1.4,3.5,1.9,60.0,313.3,25.6,66.6,1018.0,384.0,,,,,,,,,,,
38,2015-02-09,3.6,-0.1,5.3,0.9,50.0,280.8,22.7,46.8,1017.5,0.0,,,,,,,,,,,
39,2015-02-10,4.6,3.8,5.3,0.0,0.0,284.2,15.5,35.6,1024.1,0.0,,,,,,,,,,,
40,2015-02-11,4.5,2.3,5.6,0.0,0.0,256.3,8.3,27.4,1025.5,0.0,,,,,,,,,,,
41,2015-02-12,0.8,-2.6,2.5,0.0,0.0,168.3,7.2,23.8,1021.6,36.0,,,,,,,,,,,
42,2015-02-13,0.8,-1.9,5.7,0.0,0.0,175.0,10.1,27.0,1017.1,306.0,,,,,,,,,,,
43,2015-02-14,0.2,-3.7,6.7,0.0,0.0,116.3,12.2,30.6,1012.3,534.0,,,,,,,,,,,
44,2015-02-15,1.9,-2.4,7.7,0.0,0.0,85.4,17.3,45.4,1016.4,498.0,,,,,,,,,,,
45,2015-02-16,0.4,-1.9,3.7,0.0,0.0,101.7,25.9,59.4,1022.0,228.0,,,,,,,,,,,
46,2015-02-17,0.5,-3.3,5.1,0.0,0.0,191.7,14.4,34.9,1028.8,360.0,,,,,,,,,,,
47,2015-02-18,2.7,-0.4,6.5,0.0,0.0,248.8,13.0,28.1,1036.0,372.0,,,,,,,,,,,
48,2015-02-19,1.8,-1.7,7.9,0.0,0.0,218.3,14.0,30.6,1025.6,528.0,,,,,,,,,,,
49,2015-02-20,3.0,-3.5,9.4,0.0,0.0,204.6,17.6,51.8,1011.3,300.0,,,,,,,,,,,
50,2015-02-21,5.3,0.2,10.7,0.1,0.0,212.5,21.2,63.0,996.6,240.0,,,,,,,,,,,
51,2015-02-22,1.7,-1.0,5.2,0.0,0.0,235.0,14.8,34.2,1006.2,18.0,,,,,,,,,,,
52,2015-02-23,1.6,-0.8,4.0,4.3,0.0,185.0,19.4,54.7,998.1,0.0,,,,,,,,,,,
53,2015-02-24,2.9,-0.4,7.6,0.0,0.0,208.3,16.6,38.2,1003.7,288.0,,,,,,,,,,,
54,2015-02-25,3.2,-1.1,8.2,0.0,0.0,226.3,12.6,27.4,1015.6,360.0,,,,,,,,,,,
55,2015-02-26,3.1,-2.6,9.7,0.0,0.0,167.5,13.7,30.6,1018.3,606.0,,,,,,,,,,,
56,2015-02-27,3.6,-1.8,10.7,0.9,0.0,184.2,13.7,31.3,1011.4,564.0,,,,,,,,,,,
57,2015-02-28,3.4,0.1,7.7,0.0,0.0,245.0,15.5,37.4,1015.9,504.0,,,,,,,,,,,
58,2015-03-01,3.7,0.3,7.7,2.9,0.0,194.2,22.0,51.1,1002.8,48.0,,,,,,,,,,,
59,2015-03-02,4.7,0.8,7.4,1.9,0.0,233.8,24.8,71.6,998.4,216.0,,,,,,,,,,,
60,2015-03-03,4.2,1.2,8.2,1.4,0.0,245.0,24.5,61.6,1011.1,318.0,,,,,,,,,,,
61,2015-03-04,3.1,0.6,6.2,1.4,0.0,252.1,22.0,50.4,1017.2,204.0,,,,,,,,,,,
62,2015-03-05,3.6,1.2,7.6,0.1,0.0,289.6,16.2,38.2,1029.0,108.0,,,,,,,,,,,
63,2015-03-06,4.4,0.6,7.9,0.0,0.0,242.9,14.4,30.2,1031.7,0.0,,,,,,,,,,,
64,2015-03-07,7.6,2.4,12.6,0.0,0.0,215.0,16.6,38.2,1028.7,450.0,,,,,,,,,,,
65,2015-03-08,10.9,4.9,17.8,0.0,0.0,193.8,15.1,36.0,1022.6,516.0,,,,,,,,,,,
66,2015-03-09,8.8,4.3,13.0,0.0,0.0,240.4,12.2,33.5,1023.7,342.0,,,,,,,,,,,
67,2015-03-10,6.1,2.0,11.7,0.6,0.0,238.8,13.7,35.6,1023.0,210.0,,,,,,,,,,,
68,2015-03-11,4.3,1.0,7.5,0.3,0.0,300.8,15.1,33.8,1025.2,6.0,,,,,,,,,,,
69,2015-03-12,2.4,-0.5,4.6,0.0,0.0,145.8,9.7,25.6,1029.7,0.0,,,,,,,,,,,
70,2015-03-13,2.0,-2.5,5.8,0.3,0.0,100.0,7.9,19.8,1026.1,42.0,,,,,,,,,,,
71,2015-03-14,4.0,2.3,6.1,1.3,0.0,49.6,11.5,32.0,1025.8,0.0,,,,,,,,,,,
72,2015-03-15,5.6,3.8,7.6,0.1,0.0,84.2,19.4,46.1,1028.7,0.0,,,,,,,,,,,
73,2015-03-16,8.4,3.8,13.0,0.0,0.0,93.3,22.3,55.1,1028.1,402.0,,,,,,,,,,,
74,2015-03-17,10.2,4.9,18.0,0.0,0.0,110.4,16.9,41.0,1026.9,498.0,,,,,,,,,,,
75,2015-03-18,8.1,3.4,15.0,0.0,0.0,101.3,18.7,42.8,1025.7,684.0,,,,,,,,,,,
76,2015-03-19,6.7,0.8,13.2,0.0,0.0,97.1,13.3,34.6,1025.5,684.0,,,,,,,,,,,
77,2015-03-20,6.9,0.2,13.8,0.0,0.0,226.7,10.1,25.6,1020.7,612.0,,,,,,,,,,,
78,2015-03-21,2.7,-0.2,5.2,3.2,0.0,273.8,13.0,50.4,1013.9,0.0,,,,,,,,,,,
79,2015-03-22,1.1,-2.1,5.5,0.0,0.0,78.8,16.2,48.2,1024.6,708.0,,,,,,,,,,,
80,2015-03-23,4.7,-2.3,12.2,0.0,0.0,190.0,12.2,30.6,1014.8,612.0,,,,,,,,,,,
81,2015-03-24,7.7,2.0,14.1,0.0,0.0,209.2,8.6,23.8,1006.9,240.0,,,,,,,,,,,
82,2015-03-25,9.5,2.3,16.7,0.0,0.0,149.6,11.9,29.9,1005.5,606.0,,,,,,,,,,,
83,2015-03-26,7.2,5.5,9.0,0.9,0.0,230.8,13.3,37.8,1004.1,0.0,,,,,,,,,,,
84,2015-03-27,6.9,4.5,12.1,1.2,0.0,234.6,14.4,43.9,1010.4,120.0,,,,,,,,,,,
85,2015-03-28,6.8,5.0,10.1,0.4,0.0,235.8,14.0,38.2,1015.4,114.0,,,,,,,,,,,
86,2015-03-29,9.3,5.9,12.7,4.9,0.0,,22.0,100.8,995.7,0.0,,,,,,,,,,,
87,2015-03-30,5.9,2.7,8.9,7.8,0.0,267.9,36.0,83.2,992.6,108.0,,,,,,,,,,,
88,2015-03-31,5.6,0.5,11.6,3.0,10.0,238.3,37.1,120.2,989.5,132.0,,,,,,,,,,,
89,2015-04-01,4.3,1.3,8.1,2.0,0.0,271.3,33.5,86.0,1003.5,246.0,,,,,,,,,,,
90,2015-04-02,3.2,0.6,8.8,0.6,0.0,275.4,24.1,65.9,1005.5,240.0,,,,,,,,,,,
91,2015-04-03,4.1,0.7,10.2,0.0,0.0,277.5,18.4,48.6,1014.7,186.0,,,,,,,,,,,
92,2015-04-04,4.0,-1.9,10.8,0.0,0.0,235.4,11.5,46.1,1014.2,588.0,,,,,,,,,,,
93,2015-04-05,4.4,-1.9,11.4,0.0,0.0,326.3,11.2,41.0,1020.1,582.0,,,,,,,,,,,
94,2015-04-06,5.4,1.0,10.4,0.0,0.0,137.1,13.3,41.0,1025.8,492.0,,,,,,,,,,,
95,2015-04-07,6.8,-1.0,13.4,0.0,0.0,240.0,16.6,50.4,1030.1,480.0,,,,,,,,,,,
