,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wspt,pres,tsun,name,km^2,bev,m,w,dichte,plz,longitude,latitude,reiseGebiete,verstädterung
0,2017-09-01,12.4,5.8,15.8,0.0,,,,,,,,,,,,,,,,,
1,2017-09-02,10.3,4.1,17.7,0.0,,,,,,,,,,,,,,,,,
2,2017-09-03,11.5,4.2,18.5,0.0,,,,,,,,,,,,,,,,,
3,2017-09-04,12.1,4.3,20.9,0.0,,,,,,,,,,,,,,,,,
4,2017-09-05,14.4,4.8,21.7,0.0,,,,,,,,,,,,,,,,,
5,2017-09-06,16.3,10.3,22.6,0.7,,,,,,,,,,,,,,,,,
6,2017-09-07,13.1,7.6,18.9,0.0,,,,,,,,,,,,,,,,,
7,2017-09-08,15.0,11.5,17.9,0.0,,,,,,,,,,,,,,,,,
8,2017-09-09,14.9,11.5,18.1,0.0,,,,,,,,,,,,,,,,,
9,2017-09-10,13.6,7.2,20.2,0.0,,,,,,,,,,,,,,,,,
10,2017-09-11,11.9,6.8,17.3,0.0,,,,,,,,,,,,,,,,,
11,2017-09-12,11.9,7.2,17.9,1.0,,,,,,,,,,,,,,,,,
12,2017-09-13,13.3,7.4,18.3,3.4,,,,,,,,,,,,,,,,,
13,2017-09-14,10.8,9.0,13.6,6.5,,,,,,,,,,,,,,,,,
14,2017-09-15,10.6,3.9,16.6,0.3,,,,,,,,,,,,,,,,,
15,2017-09-16,8.9,2.4,16.1,0.0,,,,,,,,,,,,,,,,,
16,2017-09-17,8.9,3.1,15.2,0.3,,,,,,,,,,,,,,,,,
17,2017-09-18,8.2,2.6,15.2,0.1,,,,,,,,,,,,,,,,,
18,2017-09-19,9.7,2.8,15.9,0.0,,,,,,,,,,,,,,,,,
19,2017-09-20,9.7,4.6,15.0,3.8,,,,,,,,,,,,,,,,,
20,2017-09-21,11.1,6.7,17.3,0.0,,,,,,,,,,,,,,,,,
21,2017-09-22,10.9,4.6,17.9,0.0,,,,,,,,,,,,,,,,,
22,2017-09-23,12.0,6.6,18.0,0.0,,,,,,,,,,,,,,,,,
23,2017-09-24,12.2,7.5,15.0,0.1,,,,,,,,,,,,,,,,,
24,2017-09-25,12.1,8.8,15.6,4.7,,,,,,,,,,,,,,,,,
25,2017-09-26,11.1,6.2,16.4,0.0,,,,,,,,,,,,,,,,,
26,2017-09-27,11.9,4.6,19.6,0.0,,,,,,,,,,,,,,,,,
